policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date
POL-004455,Northbeam General,4350,Toowoomba QLD,B-F,SME,2966796,Roof Tie-Down,4397.38,2023-05-14,2024-05-13
POL-004456,Coral Coast Mutual,6714,Karratha WA,T-W,Home,588814,None,5905.34,2024-09-05,2025-09-05
POL-004457,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,755826,Shutters Installed,1206.23,2023-02-19,2024-02-19
POL-004458,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,SME,2627437,Shutters Installed,10103.67,2024-07-23,2025-07-23
POL-004459,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,607189,None,5474.58,2023-04-30,2024-04-29
POL-004460,Northbeam General,4720,Charters Towers QLD,L-P,SME,1918799,Shutters Installed,6644.7,2023-11-15,2024-11-14
POL-004461,Northbeam General,4720,Charters Towers QLD,L-P,SME,2262549,Shutters Installed,7932.23,2023-11-06,2024-11-05
POL-004462,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,834194,Roof Tie-Down,3192.28,2025-09-01,2026-09-01
POL-004463,Northbeam General,4825,Cloncurry QLD,B-F,Home,820799,None,1446.97,2024-11-26,2025-11-26
POL-004464,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,386379,None,2345.1,2023-09-13,2024-09-12
POL-004465,Outback Assurance Group,0850,Alice Springs NT,B-F,Home,591865,None,1078.18,2025-09-14,2026-09-14
POL-004466,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Strata,13103717,None,78900.55,2025-04-10,2026-04-10
POL-004467,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,794624,None,7544.49,2025-04-26,2026-04-26
POL-004468,Northbeam General,6000,Perth WA,B-F,SME,2779780,None,4865.8,2024-02-23,2025-02-22
POL-004469,Southern Cross Insurance,4802,Townsville QLD,T-W,SME,2821948,None,26231.06,2023-11-04,2024-11-03
POL-004470,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,441628,Roof Tie-Down,3596.03,2024-06-02,2025-06-02
POL-004471,Coral Coast Mutual,0850,Alice Springs NT,B-F,Home,293334,Shutters Installed,419.97,2024-05-14,2025-05-14
POL-004472,Southern Cross Insurance,6714,Karratha WA,T-W,SME,488928,Roof Tie-Down,3669.47,2023-06-13,2024-06-12
POL-004473,Southern Cross Insurance,4825,Mount Isa QLD,B-F,SME,1648046,None,2887.32,2023-10-06,2024-10-05
POL-004474,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,394167,None,1708.0,2024-12-13,2025-12-13
POL-004475,Coral Coast Mutual,4740,Mackay QLD,Q-S,SME,2140856,Shutters Installed,10956.74,2024-04-22,2025-04-22
POL-004476,Outback Assurance Group,4870,Cairns QLD,T-W,SME,2101854,Elevated Slab,17586.69,2024-08-07,2025-08-07
POL-004477,Southern Cross Insurance,6000,Perth WA,B-F,Home,490975,None,948.75,2024-02-12,2025-02-11
POL-004478,Northbeam General,0850,Alice Springs NT,B-F,Home,556556,None,1048.87,2025-08-12,2026-08-12
POL-004479,Northbeam General,4703,Rockhampton QLD,Q-S,Home,782350,None,5545.34,2023-05-26,2024-05-25
POL-004480,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,260974,None,462.82,2025-03-25,2026-03-25
POL-004481,Outback Assurance Group,6000,Perth WA,B-F,Home,410986,None,699.7,2024-02-15,2025-02-14
POL-004482,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,608865,None,1095.99,2023-04-13,2024-04-12
POL-004483,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,362048,Elevated Slab,2026.52,2024-05-23,2025-05-23
POL-004484,Northbeam General,0850,Alice Springs NT,B-F,SME,941596,Roof Tie-Down,1397.54,2024-08-08,2025-08-08
POL-004485,Northbeam General,4740,Mackay QLD,Q-S,Home,826411,None,5612.13,2023-12-28,2024-12-27
POL-004486,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,842552,Roof Tie-Down,1276.2,2023-01-04,2024-01-04
POL-004487,Northbeam General,4802,Townsville QLD,T-W,Home,749769,Roof Tie-Down,6157.9,2024-06-01,2025-06-01
POL-004488,Coral Coast Mutual,4802,Townsville QLD,T-W,Strata,12597040,Shutters Installed,110032.82,2025-07-25,2026-07-25
POL-004489,Coral Coast Mutual,0800,Darwin NT,T-W,Home,883715,None,8640.31,2023-03-27,2024-03-26
POL-004490,Outback Assurance Group,4810,Townsville QLD,T-W,Home,739313,Roof Tie-Down,5772.04,2025-08-16,2026-08-16
POL-004491,Pacific Rim Insurance,6721,Port Hedland WA,T-W,SME,1699282,Roof Tie-Down,14859.89,2023-11-03,2024-11-02
POL-004492,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,1064593,None,6761.36,2023-12-21,2024-12-20
POL-004493,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,323494,None,544.77,2024-10-30,2025-10-30
POL-004494,Outback Assurance Group,0850,Alice Springs NT,B-F,SME,2221348,Shutters Installed,3540.24,2024-04-17,2025-04-17
POL-004495,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,1202241,Shutters Installed,6822.2,2023-07-22,2024-07-21
POL-004496,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,769472,None,6819.91,2025-09-24,2026-09-24
POL-004497,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,675827,Shutters Installed,2534.63,2025-05-21,2026-05-21
POL-004498,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,580399,None,1114.7,2024-09-20,2025-09-20
POL-004499,Coral Coast Mutual,4740,Mackay QLD,Q-S,SME,2639510,Shutters Installed,15012.84,2024-10-18,2025-10-18
POL-004500,Southern Cross Insurance,0810,Darwin NT,T-W,Home,689103,None,7150.08,2024-10-03,2025-10-03
POL-004501,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,319012,Roof Tie-Down,1733.97,2023-12-29,2024-12-28
POL-004502,Northbeam General,4350,Toowoomba QLD,B-F,Home,425943,Roof Tie-Down,639.38,2024-12-12,2025-12-12
POL-004503,Pacific Rim Insurance,0810,Darwin NT,T-W,Home,284658,None,2553.26,2025-03-11,2026-03-11
POL-004504,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,531469,None,1037.57,2024-10-06,2025-10-06
POL-004505,Southern Cross Insurance,0800,Darwin NT,T-W,SME,1413875,Roof Tie-Down,10523.62,2024-12-28,2025-12-28
POL-004506,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,575833,Roof Tie-Down,3443.28,2023-09-22,2024-09-21
POL-004507,Southern Cross Insurance,6714,Karratha WA,T-W,Home,263367,None,2691.54,2024-10-11,2025-10-11
POL-004508,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,483595,None,1916.31,2023-12-04,2024-12-03
POL-004509,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Strata,7136761,Shutters Installed,23763.98,2024-08-12,2025-08-12
POL-004510,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,1754936,None,3232.46,2024-12-01,2025-12-01
POL-004511,Pacific Rim Insurance,0850,Alice Springs NT,B-F,SME,745694,None,1471.89,2023-09-13,2024-09-12
POL-004512,Northbeam General,4870,Cairns QLD,T-W,SME,1085876,Roof Tie-Down,9192.41,2024-04-21,2025-04-21
POL-004513,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,462643,Roof Tie-Down,1533.79,2024-07-30,2025-07-30
POL-004514,Outback Assurance Group,4802,Townsville QLD,T-W,Home,308303,None,2889.24,2025-05-12,2026-05-12
POL-004515,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,576908,None,5262.61,2024-04-07,2025-04-07
POL-004516,Southern Cross Insurance,0850,Alice Springs NT,B-F,Home,590667,None,1024.52,2024-11-05,2025-11-05
POL-004517,Northbeam General,6721,Port Hedland WA,T-W,Home,670009,Shutters Installed,5539.35,2024-09-05,2025-09-05
POL-004518,Pacific Rim Insurance,4740,Mackay QLD,Q-S,SME,1925404,Elevated Slab,11300.44,2023-10-02,2024-10-01
POL-004519,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,492428,Shutters Installed,781.13,2024-02-14,2025-02-13
POL-004520,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,868622,None,8854.51,2025-03-21,2026-03-21
POL-004521,Northbeam General,4700,Rockhampton QLD,Q-S,Home,483236,None,3036.99,2023-07-22,2024-07-21
POL-004522,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,270650,Shutters Installed,1050.14,2023-08-27,2024-08-26
POL-004523,Outback Assurance Group,6714,Karratha WA,T-W,Home,468304,None,4048.91,2023-08-24,2024-08-23
POL-004524,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,557358,Roof Tie-Down,4733.04,2025-08-13,2026-08-13
POL-004525,Northbeam General,4870,Cairns QLD,T-W,Home,450149,None,4459.94,2024-04-14,2025-04-14
POL-004526,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,589944,Shutters Installed,3530.53,2024-02-14,2025-02-13
POL-004527,Southern Cross Insurance,0810,Darwin NT,T-W,Home,350492,Roof Tie-Down,3010.71,2024-05-14,2025-05-14
POL-004528,Coral Coast Mutual,4680,Gladstone QLD,L-P,Strata,10366064,Shutters Installed,33706.87,2024-08-24,2025-08-24
POL-004529,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,563685,Roof Tie-Down,3392.35,2024-02-07,2025-02-06
POL-004530,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,639373,None,1222.92,2025-05-26,2026-05-26
POL-004531,Pacific Rim Insurance,0810,Darwin NT,T-W,Home,287322,None,2970.51,2025-02-28,2026-02-28
POL-004532,Northbeam General,4825,Mount Isa QLD,B-F,Home,612030,None,1190.54,2023-12-24,2024-12-23
POL-004533,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,321703,Shutters Installed,2658.26,2025-06-14,2026-06-14
POL-004534,Southern Cross Insurance,0800,Darwin NT,T-W,Home,579314,None,5347.12,2025-08-30,2026-08-30
POL-004535,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,789944,Shutters Installed,2894.44,2023-05-15,2024-05-14
POL-004536,Northbeam General,4879,Innisfail QLD,T-W,Home,701499,None,6158.19,2024-02-25,2025-02-24
POL-004537,Outback Assurance Group,4825,Mount Isa QLD,B-F,SME,1929595,None,3745.42,2025-01-03,2026-01-03
POL-004538,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,250813,Roof Tie-Down,380.54,2025-08-20,2026-08-20
POL-004539,Outback Assurance Group,6714,Karratha WA,T-W,Home,579664,Roof Tie-Down,4781.06,2024-11-06,2025-11-06
POL-004540,Southern Cross Insurance,4720,Charters Towers QLD,L-P,SME,2161720,None,9252.9,2024-04-16,2025-04-16
POL-004541,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,692979,Shutters Installed,5063.06,2025-08-13,2026-08-13
POL-004542,Coral Coast Mutual,4740,Mackay QLD,Q-S,SME,858455,None,5071.21,2025-07-27,2026-07-27
POL-004543,Pacific Rim Insurance,4879,Innisfail QLD,T-W,SME,1308272,None,12676.9,2024-05-12,2025-05-12
POL-004544,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,872745,Roof Tie-Down,2933.2,2023-10-15,2024-10-14
POL-004545,Pacific Rim Insurance,0800,Darwin NT,T-W,Home,798408,Shutters Installed,5949.27,2025-09-17,2026-09-17
POL-004546,Coral Coast Mutual,0850,Alice Springs NT,B-F,SME,771594,None,1396.49,2024-12-02,2025-12-02
POL-004547,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Strata,7880705,Roof Tie-Down,65262.11,2024-11-07,2025-11-07
POL-004548,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,833851,Elevated Slab,2998.46,2023-06-14,2024-06-13
POL-004549,Outback Assurance Group,0850,Alice Springs NT,B-F,Home,752443,Roof Tie-Down,1254.68,2025-01-01,2026-01-01
POL-004550,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,2723542,None,16330.19,2024-11-15,2025-11-15
POL-004551,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,471017,Roof Tie-Down,2525.19,2023-10-17,2024-10-16
POL-004552,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,280176,None,1988.48,2023-08-16,2024-08-15
POL-004553,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,795709,None,3515.92,2024-08-21,2025-08-21
POL-004554,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,547853,Shutters Installed,1997.91,2023-07-29,2024-07-28
POL-004555,Outback Assurance Group,4737,Bowen QLD,Q-S,SME,2416646,Shutters Installed,12720.25,2023-02-06,2024-02-06
POL-004556,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,721272,None,2952.14,2025-06-08,2026-06-08
POL-004557,Outback Assurance Group,6714,Karratha WA,T-W,SME,752326,None,7039.87,2023-12-29,2024-12-28
POL-004558,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,633194,None,4380.01,2023-08-01,2024-07-31
POL-004559,Outback Assurance Group,4350,Toowoomba QLD,B-F,Strata,2818971,Roof Tie-Down,4671.96,2024-11-02,2025-11-02
POL-004560,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,283944,Roof Tie-Down,1454.18,2024-06-25,2025-06-25
POL-004561,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,501895,None,5025.98,2024-12-21,2025-12-21
POL-004562,Pacific Rim Insurance,0850,Alice Springs NT,B-F,SME,1239124,Roof Tie-Down,1743.97,2024-05-22,2025-05-22
POL-004563,Pacific Rim Insurance,0850,Alice Springs NT,B-F,Home,685875,None,1137.72,2023-10-17,2024-10-16
POL-004564,Southern Cross Insurance,0850,Alice Springs NT,B-F,SME,834095,Roof Tie-Down,1185.19,2024-11-11,2025-11-11
POL-004565,Southern Cross Insurance,0810,Darwin NT,T-W,Strata,6866606,None,63106.37,2023-01-25,2024-01-25
POL-004566,Southern Cross Insurance,6714,Karratha WA,T-W,Home,781922,None,8161.47,2025-01-07,2026-01-07
POL-004567,Outback Assurance Group,4802,Townsville QLD,T-W,Home,468922,None,4515.37,2024-05-22,2025-05-22
POL-004568,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,391667,None,2449.02,2023-04-10,2024-04-09
POL-004569,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,545801,None,3369.42,2023-08-14,2024-08-13
POL-004570,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,484253,Roof Tie-Down,3764.0,2024-09-21,2025-09-21
POL-004571,Coral Coast Mutual,4810,Townsville QLD,T-W,Strata,10249669,None,101103.96,2025-01-01,2026-01-01
POL-004572,Outback Assurance Group,0800,Darwin NT,T-W,Home,682827,None,6245.66,2023-10-05,2024-10-04
POL-004573,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,454106,None,1853.55,2024-06-18,2025-06-18
POL-004574,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,724314,Shutters Installed,2729.57,2024-10-09,2025-10-09
POL-004575,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,289169,Roof Tie-Down,1479.32,2025-07-07,2026-07-07
POL-004576,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,723545,None,5035.19,2025-09-26,2026-09-26
POL-004577,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,793851,None,5225.94,2023-02-14,2024-02-14
POL-004578,Southern Cross Insurance,0800,Darwin NT,T-W,Strata,4785047,None,47932.7,2024-06-03,2025-06-03
POL-004579,Southern Cross Insurance,6714,Karratha WA,T-W,Home,295554,Elevated Slab,2486.66,2025-03-31,2026-03-31
POL-004580,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,802813,Roof Tie-Down,4482.85,2025-02-28,2026-02-28
POL-004581,Outback Assurance Group,0850,Alice Springs NT,B-F,Home,833924,Roof Tie-Down,1245.69,2023-07-18,2024-07-17
POL-004582,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,891203,None,1547.36,2024-07-18,2025-07-18
POL-004583,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,417846,Roof Tie-Down,3576.04,2023-09-23,2024-09-22
POL-004584,Northbeam General,0810,Darwin NT,T-W,Home,661971,None,5900.58,2023-03-14,2024-03-13
POL-004585,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,634818,Roof Tie-Down,3185.78,2025-08-23,2026-08-23
POL-004586,Pacific Rim Insurance,0800,Darwin NT,T-W,Strata,4558518,Roof Tie-Down,35928.5,2024-01-25,2025-01-24
POL-004587,Pacific Rim Insurance,0800,Darwin NT,T-W,Strata,12138182,None,121360.5,2024-11-16,2025-11-16
POL-004588,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,526503,Roof Tie-Down,4212.57,2025-03-12,2026-03-12
POL-004589,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,356887,None,1593.23,2025-04-03,2026-04-03
POL-004590,Pacific Rim Insurance,0810,Darwin NT,T-W,SME,1986978,None,20599.37,2024-11-23,2025-11-23
POL-004591,Northbeam General,0810,Darwin NT,T-W,SME,2116338,None,20347.27,2024-11-16,2025-11-16
POL-004592,Northbeam General,6721,Port Hedland WA,T-W,Home,524552,Roof Tie-Down,3878.68,2023-04-06,2024-04-05
POL-004593,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,839680,Roof Tie-Down,1319.01,2023-11-16,2024-11-15
POL-004594,Southern Cross Insurance,6714,Karratha WA,T-W,Strata,5883185,None,52051.41,2024-10-13,2025-10-13
POL-004595,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,1699050,None,10628.18,2023-02-09,2024-02-09
POL-004596,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,538243,None,2392.81,2025-04-06,2026-04-06
POL-004597,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,777778,None,5013.87,2023-08-06,2024-08-05
POL-004598,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,620868,Shutters Installed,5277.15,2024-02-04,2025-02-03
POL-004599,Outback Assurance Group,6714,Karratha WA,T-W,Home,409872,None,3860.86,2024-11-08,2025-11-08
POL-004600,Outback Assurance Group,4810,Townsville QLD,T-W,Home,530734,Roof Tie-Down,3880.53,2023-08-08,2024-08-07
POL-004601,Outback Assurance Group,6000,Perth WA,B-F,Home,893235,None,1743.24,2024-06-21,2025-06-21
POL-004602,Outback Assurance Group,4870,Cairns QLD,T-W,Home,888015,Shutters Installed,6606.45,2023-08-23,2024-08-22
POL-004603,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,674170,Roof Tie-Down,5948.54,2023-03-14,2024-03-13
POL-004604,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,722824,Roof Tie-Down,2503.37,2025-08-20,2026-08-20
POL-004605,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,665841,None,1136.54,2024-12-02,2025-12-02
POL-004606,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,675770,None,1251.42,2023-10-30,2024-10-29
POL-004607,Southern Cross Insurance,0800,Darwin NT,T-W,Home,289271,Shutters Installed,2283.77,2023-10-23,2024-10-22
POL-004608,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,796364,Shutters Installed,4311.92,2024-09-05,2025-09-05
POL-004609,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,862240,None,1650.22,2024-08-28,2025-08-28
POL-004610,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,262705,Roof Tie-Down,1012.54,2023-09-10,2024-09-09
POL-004611,Southern Cross Insurance,0800,Darwin NT,T-W,Home,728145,Roof Tie-Down,6230.13,2023-01-05,2024-01-05
POL-004612,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,482703,None,3234.11,2023-11-17,2024-11-16
POL-004613,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,288768,None,2712.65,2023-04-16,2024-04-15
POL-004614,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,693677,None,1331.56,2023-02-07,2024-02-07
POL-004615,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,531070,None,4829.85,2023-03-30,2024-03-29
POL-004616,Pacific Rim Insurance,6714,Karratha WA,T-W,SME,1571536,Elevated Slab,11998.41,2023-08-27,2024-08-26
POL-004617,Northbeam General,6721,Port Hedland WA,T-W,SME,1836310,None,17005.42,2023-06-15,2024-06-14
POL-004618,Northbeam General,4802,Townsville QLD,T-W,Strata,13403574,None,115275.78,2023-08-05,2024-08-04
POL-004619,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Home,308092,Roof Tie-Down,1058.34,2024-12-12,2025-12-12
POL-004620,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,614887,None,5507.81,2024-01-31,2025-01-30
POL-004621,Northbeam General,4810,Townsville QLD,T-W,Home,496790,None,4345.5,2024-04-10,2025-04-10
POL-004622,Northbeam General,4802,Townsville QLD,T-W,SME,1049153,None,9514.55,2024-05-22,2025-05-22
POL-004623,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,SME,1863795,None,12952.51,2024-01-21,2025-01-20
POL-004624,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,2409752,Roof Tie-Down,3804.06,2024-02-02,2025-02-01
POL-004625,Northbeam General,4737,Bowen QLD,Q-S,SME,728166,Shutters Installed,4418.21,2025-09-08,2026-09-08
POL-004626,Outback Assurance Group,6000,Perth WA,B-F,Home,754999,None,1472.45,2024-02-04,2025-02-03
POL-004627,Northbeam General,4740,Mackay QLD,Q-S,Home,836379,Elevated Slab,4751.38,2024-05-04,2025-05-04
POL-004628,Southern Cross Insurance,6714,Karratha WA,T-W,Home,377333,Roof Tie-Down,2979.07,2023-12-14,2024-12-13
POL-004629,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,SME,2968405,None,11689.29,2025-06-16,2026-06-16
POL-004630,Outback Assurance Group,6000,Perth WA,B-F,Home,871312,Elevated Slab,1342.47,2024-09-02,2025-09-02
POL-004631,Northbeam General,4870,Cairns QLD,T-W,Home,593573,Shutters Installed,4659.49,2023-01-06,2024-01-06
POL-004632,Southern Cross Insurance,4810,Townsville QLD,T-W,SME,954991,Shutters Installed,7673.67,2025-05-10,2026-05-10
POL-004633,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Strata,14538672,Elevated Slab,22614.27,2023-06-04,2024-06-03
POL-004634,Northbeam General,6714,Karratha WA,T-W,Home,307420,None,2820.77,2024-09-28,2025-09-28
POL-004635,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Strata,13187201,Roof Tie-Down,43125.65,2025-09-08,2026-09-08
POL-004636,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,327384,Shutters Installed,1778.15,2025-05-16,2026-05-16
POL-004637,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,514638,Shutters Installed,3109.48,2025-02-03,2026-02-03
POL-004638,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,492208,None,1861.05,2024-11-19,2025-11-19
POL-004639,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,806642,None,3627.55,2024-11-12,2025-11-12
POL-004640,Northbeam General,4802,Townsville QLD,T-W,Home,837917,None,8521.72,2024-05-04,2025-05-04
POL-004641,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,SME,657368,Shutters Installed,3460.31,2023-09-26,2024-09-25
POL-004642,Outback Assurance Group,0800,Darwin NT,T-W,Home,738850,None,7648.95,2023-09-08,2024-09-07
POL-004643,Southern Cross Insurance,4680,Gladstone QLD,L-P,Strata,3177882,None,13629.82,2023-05-10,2024-05-09
POL-004644,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,272010,None,1122.03,2025-02-07,2026-02-07
POL-004645,Southern Cross Insurance,4720,Charters Towers QLD,L-P,SME,1605556,Elevated Slab,5298.01,2024-01-29,2025-01-28
POL-004646,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,2134176,Roof Tie-Down,3109.73,2023-04-30,2024-04-29
POL-004647,Pacific Rim Insurance,4810,Townsville QLD,T-W,Home,582256,None,5988.4,2024-09-16,2025-09-16
POL-004648,Northbeam General,4825,Mount Isa QLD,B-F,Home,537220,None,873.19,2023-09-07,2024-09-06
POL-004649,Northbeam General,4350,Toowoomba QLD,B-F,SME,2797318,None,5270.99,2024-11-05,2025-11-05
POL-004650,Outback Assurance Group,6714,Karratha WA,T-W,Home,406431,None,4158.79,2024-10-12,2025-10-12
POL-004651,Coral Coast Mutual,4737,Bowen QLD,Q-S,Strata,12108322,Roof Tie-Down,63425.11,2024-08-20,2025-08-20
POL-004652,Northbeam General,4810,Townsville QLD,T-W,SME,1093804,None,11297.83,2023-11-17,2024-11-16
POL-004653,Northbeam General,4810,Townsville QLD,T-W,Home,565919,Shutters Installed,4737.78,2023-10-13,2024-10-12
POL-004654,Southern Cross Insurance,4879,Innisfail QLD,T-W,SME,2224548,None,21164.04,2025-06-12,2026-06-12
POL-004655,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,481511,None,788.08,2023-09-21,2024-09-20
POL-004656,Coral Coast Mutual,4810,Townsville QLD,T-W,SME,2756899,Roof Tie-Down,22260.54,2023-03-29,2024-03-28
POL-004657,Outback Assurance Group,6714,Karratha WA,T-W,SME,633984,None,6349.19,2025-07-20,2026-07-20
POL-004658,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,2957476,None,17501.66,2025-08-02,2026-08-02
POL-004659,Northbeam General,4802,Townsville QLD,T-W,Home,529389,Roof Tie-Down,4663.42,2025-09-03,2026-09-03
POL-004660,Northbeam General,4737,Bowen QLD,Q-S,Home,666113,Elevated Slab,3603.19,2023-01-24,2024-01-24
POL-004661,Northbeam General,0810,Darwin NT,T-W,Home,325980,None,3118.6,2023-01-07,2024-01-07
POL-004662,Outback Assurance Group,4810,Townsville QLD,T-W,Home,868069,None,8358.44,2024-05-16,2025-05-16
POL-004663,Coral Coast Mutual,4350,Toowoomba QLD,B-F,SME,2795996,None,4726.36,2025-04-30,2026-04-30
POL-004664,Northbeam General,0850,Alice Springs NT,B-F,SME,1852305,Shutters Installed,2588.85,2025-09-11,2026-09-11
POL-004665,Northbeam General,6000,Perth WA,B-F,SME,757935,Shutters Installed,1060.72,2024-05-05,2025-05-05
POL-004666,Northbeam General,4655,Hervey Bay QLD,L-P,Strata,5664445,None,24792.18,2024-03-11,2025-03-11
POL-004667,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,702029,None,2715.04,2023-06-14,2024-06-13
POL-004668,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,465258,None,788.56,2025-03-26,2026-03-26
POL-004669,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,511352,Elevated Slab,709.15,2025-08-28,2026-08-28
POL-004670,Northbeam General,0810,Darwin NT,T-W,Home,515023,Roof Tie-Down,4569.89,2024-07-26,2025-07-26
POL-004671,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,429603,None,1912.37,2023-02-10,2024-02-10
POL-004672,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,712817,Roof Tie-Down,2407.1,2024-03-13,2025-03-13
POL-004673,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,252799,Roof Tie-Down,2029.89,2023-01-07,2024-01-07
POL-004674,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,559253,Roof Tie-Down,4188.77,2024-04-26,2025-04-26
POL-004675,Northbeam General,4825,Mount Isa QLD,B-F,Home,763861,None,1406.04,2024-03-16,2025-03-16
POL-004676,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,593133,Roof Tie-Down,2055.44,2023-04-04,2024-04-03
